documento_id,documento_textual_id,proposicao,proposicao_id,tipo_documento,unidade_autora,data_documento,BRB,Master,Vorcaro,ementa_proposicao,autores_proposicao,sha256_corpo,endpoint_fonte,evidencia_local,trecho
325900,355868,PL 2175/2026,156411,Emenda,GAB DEP PEPA,2026-03-02T12:52:32,1,0,0,"Dispõe sobre as medidas a serem adotadas pelo Distrito Federal, na condição de acionista controlador, para o restabelecimento e fortalecimento das condições econômico-financeiras do Banco de Brasília S.A. – BRB, e dá outras providências.",Poder Executivo,e49728c8b2fa8454e86807424c3d9926d216632ab93aaf8cced6fb6f83d4a5e6,https://ple.cl.df.gov.br/pleservico/api/public/proposicao/156411/documento/ativas,data/raw/documento-ativas/28308ee15c2f8091.json,"a) À emenda nº 3 do Projeto de Lei Nº 2175/2026, que Dispõe sobre as medidas a serem adotadas pelo Distrito Federal, na condição de acionista controlador, para o restabelecimento e fortalecimento das condições econômico-financeiras do Banco de Brasília S.A. – BRB, e dá outras providências. O caput do artigo 1º da emenda nº 3 passa a vigorar com a seguinte redação: Art. 1º O Projeto de Lei nº 2175, de 2026, passa a vigorar acrescido do seguinte artigo: JUSTIFICAÇÃO Ajuste de redação. Sala das Sessões, Deputado pepa "
325932,355954,PL 2175/2026,156411,Emenda,GAB DEP WELLINGTON LUIZ,2026-03-02T20:14:07,1,0,0,"Dispõe sobre as medidas a serem adotadas pelo Distrito Federal, na condição de acionista controlador, para o restabelecimento e fortalecimento das condições econômico-financeiras do Banco de Brasília S.A. – BRB, e dá outras providências.",Poder Executivo,6d5d6a0894144ad6a4c6c2c7d7284b412e472c9d794762d44811efd80d55e825,https://ple.cl.df.gov.br/pleservico/api/public/proposicao/156411/documento/ativas,data/raw/documento-ativas/28308ee15c2f8091.json,"wellington Luiz) Ao Projeto de Lei Nº 2175/2026, que Dispõe sobre as medidas a serem adotadas pelo Distrito Federal, na condição de acionista controlador, para o restabelecimento e fortalecimento das condições econômico-financeiras do Banco de Brasília S.A. – BRB, e dá outras providências. O Art. 7º do Projeto Lei nº 2175/2026, passa a vigorar com a seguinte redação: “Art. 7º O Distrito Federal poderá compensar, mediante bens imóveis de valor equivalente, aqueles de propriedade da CEB, CAESB e TERRACAP constantes d"
325989,356115,PL 2175/2026,156411,Emenda,GAB DEP FÁBIO FÉLIX,2026-03-03T12:23:46,1,1,0,"Dispõe sobre as medidas a serem adotadas pelo Distrito Federal, na condição de acionista controlador, para o restabelecimento e fortalecimento das condições econômico-financeiras do Banco de Brasília S.A. – BRB, e dá outras providências.",Poder Executivo,e15a193e12d74f2dd8919b1e926c37ef792910935536a72064d54d3d10095ab5,https://ple.cl.df.gov.br/pleservico/api/public/proposicao/156411/documento/ativas,data/raw/documento-ativas/28308ee15c2f8091.json,"ado Fábio Felix) Ao Projeto de Lei Nº 2175/2026, que Dispõe sobre as medidas a serem adotadas pelo Distrito Federal, na condição de acionista controlador, para o restabelecimento e fortalecimento das condições econômico-financeiras do Banco de Brasília S.A. – BRB, e dá outras providências. CAPÍTULO I DAS DISPOSIÇÕES GERAIS E DO OBJETO Art. 1º Esta Lei reconhece a existência de situação extraordinária de risco financeiro relevante no Banco de Brasília S.A. – BRB, decorrente de exposição a carteiras de crédito e ativ"
325992,356111,PL 2175/2026,156411,Emenda,GAB DEP JORGE VIANNA,2026-03-03T14:06:45,1,0,0,"Dispõe sobre as medidas a serem adotadas pelo Distrito Federal, na condição de acionista controlador, para o restabelecimento e fortalecimento das condições econômico-financeiras do Banco de Brasília S.A. – BRB, e dá outras providências.",Poder Executivo,854aaa76f88ce026fdb10bb2d4424943ccf01f322124730951ce5cf7f17ae77d,https://ple.cl.df.gov.br/pleservico/api/public/proposicao/156411/documento/ativas,data/raw/documento-ativas/28308ee15c2f8091.json,"rge Vianna) Ao PROJETO DE LEI Nº 2.175, DE 2026, que dispõe sobre as medidas a serem adotadas pelo Distrito Federal, na condição de acionista controlador, para o restabelecimento e fortalecimento das condições econômico-financeiras do Banco de Brasília S.A. – BRB, e dá outras providências. Acrescente-se ao Projeto de Lei nº 2.175, de 2026, o art. 5º, renumerando-se os demais: Art. 5º Nas operações previstas nesta Lei que envolvam transferência ou monetização de bens e direitos de titularidade do Distrito Federal em"
325994,356104,PL 2175/2026,156411,Emenda,LIDGOV,2026-03-03T14:15:41,1,0,0,"Dispõe sobre as medidas a serem adotadas pelo Distrito Federal, na condição de acionista controlador, para o restabelecimento e fortalecimento das condições econômico-financeiras do Banco de Brasília S.A. – BRB, e dá outras providências.",Poder Executivo,d1a6a9619869d573e51cdb6f415bfc6b248968d7095c9c798ad81ca41d1d0763,https://ple.cl.df.gov.br/pleservico/api/public/proposicao/156411/documento/ativas,data/raw/documento-ativas/28308ee15c2f8091.json,"eputado Hermeto) Ao Projeto de Lei Nº 2175/2026, que Dispõe sobre as medidas a serem adotadas pelo Distrito Federal, na condição de acionista controlador, para o restabelecimento e fortalecimento das condições econômico-financeiras do Banco de Brasília S.A. – BRB, e dá outras providências. Renumera-se o parágrafo único do art. 4º, que passa a constituir §1º, e acrescem-se os §§ 2º e 3º ao referido artigo, com a seguinte redação: Art. 4º [...] §2º. A constituição de Fundos de Investimento Imobiliário (FII) será real"
326014,356168,PL 2175/2026,156411,Emenda,GAB DEP DAYSE AMARILIO,2026-03-03T15:59:05,1,0,0,"Dispõe sobre as medidas a serem adotadas pelo Distrito Federal, na condição de acionista controlador, para o restabelecimento e fortalecimento das condições econômico-financeiras do Banco de Brasília S.A. – BRB, e dá outras providências.",Poder Executivo,d28a6b2d407395ff1d4bcc155433b03e8c2560d39b2759a42e810917f4e6bded,https://ple.cl.df.gov.br/pleservico/api/public/proposicao/156411/documento/ativas,data/raw/documento-ativas/28308ee15c2f8091.json,"Dayse Amarilio) Ao Projeto de Lei Nº 2175/2026, que Dispõe sobre as medidas a serem adotadas pelo Distrito Federal, na condição de acionista controlador, para o restabelecimento e fortalecimento das condições econômico-financeiras do Banco de Brasília S.A. – BRB, e dá outras providências. Acrescente-se o § 5º ao art. 3º do Projeto de Lei nº 2175/2026, com a seguinte redação: § 5º A utilização dos imóveis de que trata este artigo dependerá da existência de laudo de avaliação previamente elaborado e aprovado pelo Con"
326015,356172,PL 2175/2026,156411,Emenda,GAB DEP DAYSE AMARILIO,2026-03-03T16:02:47,1,0,0,"Dispõe sobre as medidas a serem adotadas pelo Distrito Federal, na condição de acionista controlador, para o restabelecimento e fortalecimento das condições econômico-financeiras do Banco de Brasília S.A. – BRB, e dá outras providências.",Poder Executivo,08df207d93e5a8b59375b270f74bc2754524003a90d32f7a0aeb9411309f70e2,https://ple.cl.df.gov.br/pleservico/api/public/proposicao/156411/documento/ativas,data/raw/documento-ativas/28308ee15c2f8091.json,"Dayse Amarilio) Ao Projeto de Lei Nº 2175/2026, que Dispõe sobre as medidas a serem adotadas pelo Distrito Federal, na condição de acionista controlador, para o restabelecimento e fortalecimento das condições econômico-financeiras do Banco de Brasília S.A. – BRB, e dá outras providências. Acrescente-se o art. 4º-A ao Projeto de Lei nº 2175/2026, com a seguinte redação: Art. 4º-A. A implementação das medidas autorizadas por esta Lei ficará condicionada à apresentação pelo Banco de Brasília S.A. – BRB de Plano de Açã"
326018,356203,PL 2175/2026,156411,Emenda,GAB DEP DOUTORA JANE,2026-03-03T16:13:00,1,0,0,"Dispõe sobre as medidas a serem adotadas pelo Distrito Federal, na condição de acionista controlador, para o restabelecimento e fortalecimento das condições econômico-financeiras do Banco de Brasília S.A. – BRB, e dá outras providências.",Poder Executivo,30b3bd6f3a9fdf09b2bb7c7bd90b808421bf2af9ab432da18a312b9dd1c1912b,https://ple.cl.df.gov.br/pleservico/api/public/proposicao/156411/documento/ativas,data/raw/documento-ativas/28308ee15c2f8091.json,"da Doutora Jane) Ao Projeto de Lei Nº 2175/2026, que Dispõe sobre as medidas a serem adotadas pelo Distrito Federal, na condição de acionista controlador, para o restabelecimento e fortalecimento das condições econômico-financeiras do Banco de Brasília S.A. – BRB, e dá outras providências. Adite-se, onde couber, o seguinte artigo: ""Art. ___ A. Os bens imóveis transferidos ao BRB sob a égide desta Lei ficam gravados com Cláusula de Reversão ao patrimônio do Distrito Federal ou das empresas públicas de origem na hipó"
326022,356206,REQ 2629/2026,156526,Requerimento,GAB DEP GABRIEL MAGNO,2026-03-03T16:38:17,1,1,0,"Requer a convocação do Secretário de Estado de Economia do Distrito Federal, para prestar informações a esta Casa sobre a gestão fiscal do Distrito Federal e os impactos da Operação Compliance Zero nas contas públicas.",Deputado Gabriel Magno,5ce3e75b58201652877353a64eef6e6952be7cd923c6cf8cb2190d597d127c47,https://ple.cl.df.gov.br/pleservico/api/public/proposicao/156526/documento/ativas,data/raw/documento-ativas/963573d2683234a3.json,"inanceira (Decreto n.º 48.125/2025 c/c ao Decreto n.º 48.172/2026), expedidos pelo Governador para controlar gastos em 2026, e (ii) os impactos sobre o Tesouro e o Instituto de Previdência dos Servidores do Distrito Federal em razão das operações envolvendo o BRB e o Banco Master. JUSTIFICAÇÃO Durante o exercício financeiro de 2025, o Poder Executivo promulgou 22 (vinte e duas) leis e publicou 124 (cento e vinte e quatro) decretos, lastreados em fonte de excesso de arrecadação. A título de exemplo, somente no que t"
326023,356209,REQ 2630/2026,156527,Requerimento,GAB DEP GABRIEL MAGNO,2026-03-03T16:51:20,1,1,0,"Requer a convocação da Diretora-Presidente do Instituto de Previdência dos Servidores do Distrito Federal (IPREV/DF) para prestar esclarecimentos a esta Casa sobre as operações financeiras entre BRB e Banco Master, incluindo a Operação Compliance Zero, e os impactos sobre o patrimônio do servidor pú",Deputado Gabriel Magno,12e9316bfb23edd814ddef5db3e699ff0bbede9b08219fb0de2d2b346efa5d0b,https://ple.cl.df.gov.br/pleservico/api/public/proposicao/156527/documento/ativas,data/raw/documento-ativas/735024734ae7f179.json,"º, DE 2026 (Autoria: Deputado(a) ) Requer a convocação da Diretora-Presidente do Instituto de Previdência dos Servidores do Distrito Federal (IPREV/DF) para prestar esclarecimentos a esta Casa sobre as operações financeiras entre BRB e Banco Master, incluindo a Operação Compliance Zero, e os impactos sobre o patrimônio do servidor público.. Excelentíssimo Senhor Presidente da Câmara Legislativa do Distrito Federal: Requeiro, nos termos do art. 60[1], XIV, da Lei Orgânica do Distrito Feder"
326024,356212,REQ 2631/2026,156528,Requerimento,GAB DEP GABRIEL MAGNO,2026-03-03T17:03:29,1,1,1,"Requer a convocação do ex-Presidente do Banco de Brasília (BRB), Paulo Henrique Costa, para prestar informações a esta Casa sobre as operações financeiras entre BRB e Banco Master e a Operação Compliance Zero.",Deputado Gabriel Magno,fd6fc1f838756beac5b6c69868f41dc32a9055f6f984dc2be0234c2eaa1051c3,https://ple.cl.df.gov.br/pleservico/api/public/proposicao/156528/documento/ativas,data/raw/documento-ativas/8f8f9a14e450318a.json,"CÂMARA LEGISLATIVA DO DISTRITO FEDERAL Gabinete do Deputado Gabriel Magno - Gab 16 Requerimento Nº, DE 2026 (Autoria: Deputado(a) ) Requer a convocação do ex-Presidente do Banco de Brasília (BRB), Paulo Henrique Costa, para prestar informações a esta Casa sobre as operações financeiras entre BRB e Banco Master e a Operação Compliance Zero.. Excelentíssimo Senhor Presidente da Câmara Legislativa do Distrito Federal: Requeiro, nos termos do art. 60[1],"
326025,356215,REQ 2632/2026,156529,Requerimento,GAB DEP GABRIEL MAGNO,2026-03-03T17:09:39,1,1,1,Requer ao Governador do Distrito Federal informações sobre as Operações entre Banco de Brasília (BRB) e Banco Master com foco na Operação Compliance Zero.,Deputado Gabriel Magno,3752216978cbdcddc3c154c96001968db5462bdb75f5c250d2223903ed128fbe,https://ple.cl.df.gov.br/pleservico/api/public/proposicao/156529/documento/ativas,data/raw/documento-ativas/6b073bf597ee6be1.json,"CÂMARA LEGISLATIVA DO DISTRITO FEDERAL Gabinete do Deputado Gabriel Magno - Gab 16 Requerimento Nº, DE 2026 (Autoria: Deputado Gabriel Magno) Requer ao Governador do Distrito Federal informações sobre as Operações entre Banco de Brasília (BRB) e Banco Master com foco na Operação Compliance Zero.. Excelentíssimo Senhor Presidente da Câmara Legislativa do Distrito Federal: Com fulcro no art. 60, XVI[1], XXXII[2], da Lei Orgânica do Distrito Federal, e nos termos do art. 42, I, Regimento Interno dest"
326026,356218,PL 2175/2026,156411,Emenda,GAB DEP JORGE VIANNA,2026-03-03T17:26:12,1,0,0,"Dispõe sobre as medidas a serem adotadas pelo Distrito Federal, na condição de acionista controlador, para o restabelecimento e fortalecimento das condições econômico-financeiras do Banco de Brasília S.A. – BRB, e dá outras providências.",Poder Executivo,25bc95b7530288d4bf5a3cbf9aeaa7885fca3d808bc9a173cc3a1f842338d6a3,https://ple.cl.df.gov.br/pleservico/api/public/proposicao/156411/documento/ativas,data/raw/documento-ativas/28308ee15c2f8091.json,"do Jorge Vianna) Ao Projeto de Lei Nº 2175/2026, que Dispõe sobre as medidas a serem adotadas pelo Distrito Federal, na condição de acionista controlador, para o restabelecimento e fortalecimento das condições econômico-financeiras do Banco de Brasília S.A. – BRB, e dá outras providências. Acrescente-se ao Projeto de Lei nº 2.175, o § 5º ao art. 3º, com a seguinte redação: “Art. 3º ............................................................................ § 5º Ficam excluídos das autorizações de alienação, cessão"
326027,356220,PL 2175/2026,156411,Emenda,GAB DEP WELLINGTON LUIZ,2026-03-03T17:28:03,1,0,0,"Dispõe sobre as medidas a serem adotadas pelo Distrito Federal, na condição de acionista controlador, para o restabelecimento e fortalecimento das condições econômico-financeiras do Banco de Brasília S.A. – BRB, e dá outras providências.",Poder Executivo,8300f7ece1e7d1a9ddf2e992581a3136d3502c418dce894bed82b3b293038a59,https://ple.cl.df.gov.br/pleservico/api/public/proposicao/156411/documento/ativas,data/raw/documento-ativas/28308ee15c2f8091.json,"wellington Luiz) Ao Projeto de Lei Nº 2175/2026, que Dispõe sobre as medidas a serem adotadas pelo Distrito Federal, na condição de acionista controlador, para o restabelecimento e fortalecimento das condições econômico-financeiras do Banco de Brasília S.A. – BRB, e dá outras providências. O Art. 7º do Projeto Lei nº 2175/2026, passa a vigorar com a seguinte redação: “Art. 7º O Distrito Federal deverá compensar, mediante bens imóveis de valor equivalente, aqueles de propriedade da CEB, CAESB e TERRACAP constantes d"
326030,356226,PL 2175/2026,156411,Emenda,GAB DEP HERMETO,2026-03-03T17:53:07,1,0,0,"Dispõe sobre as medidas a serem adotadas pelo Distrito Federal, na condição de acionista controlador, para o restabelecimento e fortalecimento das condições econômico-financeiras do Banco de Brasília S.A. – BRB, e dá outras providências.",Poder Executivo,ea6dc4a616966270748cc0edac1e9aabbd8722a5596c118cc1b7ab58fc530eeb,https://ple.cl.df.gov.br/pleservico/api/public/proposicao/156411/documento/ativas,data/raw/documento-ativas/28308ee15c2f8091.json,"eputado Hermeto) Ao Projeto de Lei Nº 2175/2026, que Dispõe sobre as medidas a serem adotadas pelo Distrito Federal, na condição de acionista controlador, para o restabelecimento e fortalecimento das condições econômico-financeiras do Banco de Brasília S.A. – BRB, e dá outras providências. Acrescente-se ao Projeto de Lei nº 2.175, o § 5º ao art. 3º, com a seguinte redação: “Art. 3º ............................................................................ § 5º Ficam excluídos das autorizações de alienação, cessão"
326041,356263,PL 2175/2026,156411,Voto em Separado,LIDPT,2026-03-03T20:22:08,1,1,0,"Dispõe sobre as medidas a serem adotadas pelo Distrito Federal, na condição de acionista controlador, para o restabelecimento e fortalecimento das condições econômico-financeiras do Banco de Brasília S.A. – BRB, e dá outras providências.",Poder Executivo,35b58cd0692cd6f0470b1c464b2e2d7f8c328c29bc32a74539eece6eee52301b,https://ple.cl.df.gov.br/pleservico/api/public/proposicao/156411/documento/ativas,data/raw/documento-ativas/28308ee15c2f8091.json,"ei nº 2175/2026 Ao Projeto de Lei nº 2175/2026, que “Dispõe sobre as medidas a serem adotadas pelo Distrito Federal, na condição de acionista controlador, para o restabelecimento e fortalecimento das condições econômico-financeiras do Banco de Brasília S.A. – BRB, e dá outras providências.” AUTOR: Poder Executivo VOTO EM SEPARADO Projeto de Lei nº 2.175 – Rombo no BRB O Governador encaminhou à Câmara Legislativa um Projeto de Lei para tentar cobrir o rombo deixado pelas nebulosas operações de seu Governo com o Banc"
326206,356729,PL 2175/2026,156411,Redação Final,CCJ,2026-03-05T16:38:05,1,0,0,"Dispõe sobre as medidas a serem adotadas pelo Distrito Federal, na condição de acionista controlador, para o restabelecimento e fortalecimento das condições econômico-financeiras do Banco de Brasília S.A. – BRB, e dá outras providências.",Poder Executivo,f9441e0682ad5ba45b00189235b330de8d2d4329066ab5555fb41060412a8b35,https://ple.cl.df.gov.br/pleservico/api/public/proposicao/156411/documento/ativas,data/raw/documento-ativas/28308ee15c2f8091.json,"ustiça PROJETO DE LEI Nº 2.175 DE 2026 Redação Final Dispõe sobre as medidas a serem adotadas pelo Distrito Federal, na condição de acionista controlador, para o restabelecimento e fortalecimento das condições econômico-financeiras do Banco de Brasília S.A. – BRB, e dá outras providências. A CÂMARA LEGISLATIVA DO DISTRITO FEDERAL decreta: Art. 1º Esta Lei dispõe sobre os instrumentos destinados ao fortalecimento da estrutura patrimonial e da liquidez do Banco de Brasília S.A. – BRB, com vistas à preservação do inte"
326287,357019,REQ 2652/2026,156584,Requerimento,GAB DEP FÁBIO FÉLIX,2026-03-07T15:50:20,1,1,0,"Requer a criação da ""Subcomissão do BRB-Master"", no âmbito da Comissão de Constituição e Justiça - CCJ, para a apurar as operações entre as instituições, indicar responsabilidades e fiscalizar a execução do plano de capitalização proposto ",Deputado Fábio Felix,44351ce395eede303a72a2b99cf72f47e2a13b040b6ae959ec7cd7969e6fefda,https://ple.cl.df.gov.br/pleservico/api/public/proposicao/156584/documento/ativas,data/raw/documento-ativas/e11370cf20bc2073.json,"CÂMARA LEGISLATIVA DO DISTRITO FEDERAL Gabinete do Deputado Fábio Félix - Gab 24 Requerimento Nº, DE 2026 (Autoria: Deputado Fábio Felix) Requer a criação da ""Subcomissão do BRB-Master"", no âmbito da Comissão de Constituição e Justiça - CCJ, para a apurar apurar os prejuízos decorrentes das operações e fiscalizar a execução do plano de capitalização Excelentíssimo Senhor Presidente da Câmara Legislativa do Distrito Federal: Com funda"
326288,356969,REQ 2653/2026,156585,Requerimento,GAB DEP THIAGO MANZONI,2026-03-08T12:03:29,1,1,0,Requer a convocação do Sr. Secretário de Estado de Economia do Distrito Federal e do Sr. Presidente do Banco de Brasília - BRB para que prestem pessoalmente esclarecimentos sobre a situação financeira do Banco de Brasília e sobre as medidas de socorro necessárias.,Deputado Thiago Manzoni,0aff65d9247dcbab04e78729d68940931c66cad7b4006656f6d2655cbd8a1003,https://ple.cl.df.gov.br/pleservico/api/public/proposicao/156585/documento/ativas,data/raw/documento-ativas/2bc2da65b09d013a.json,"LEGISLATIVA DO DISTRITO FEDERAL Gabinete do Deputado Thiago Manzoni - Gab 08 Requerimento Nº, DE 2026 (Autoria: Deputado Thiago Manzoni) Requer a convocação do Sr. Secretário de Estado de Economia do Distrito Federal e do Sr. Presidente do Banco de Brasília - BRB para que prestem pessoalmente esclarecimentos sobre a situação financeira do Banco de Brasília e sobre as medidas de socorro necessárias. Excelentíssimo Senhor Presidente da Câmara Legislativa do Distrito Federal: Requeiro, nos termos do art. 60, XIV, da L"
326472,357314,REQ 2660/2026,156622,Requerimento,GAB DEP CHICO VIGILANTE,2026-03-10T09:48:06,1,1,0,Requer a convocação do Diretor-Presidente da Terracap (Agência de Desenvolvimento do Distrito Federal).,Deputado Chico Vigilante,5781eda2d3517afb61c411a9cf482940362e8a96345cf1e868f6328b3110128a,https://ple.cl.df.gov.br/pleservico/api/public/proposicao/156622/documento/ativas,data/raw/documento-ativas/dbc6c0c9fa3ea5bf.json,"do Distrito Federal), para prestar, pessoalmente, informações à Comissão de Constituição e Justiça sobre a situação jurídica e imobiliária, bem como as consequências e reflexos para a Administração Pública e população dos seguintes imóveis transferidos para o BRB: JUSTIFICAÇÃO Segundo a Lei Orgânica do Distrito Federal (art. 60, XIV), compete à Câmara Legislativa, privativamente, “convocar Secretários de Estado do Distrito Federal, dirigentes e servidores da administração direta e indireta do Distrito Federal a pre"
326501,357508,REQ 2664/2026,156635,Requerimento,GAB DEP MAX MACIEL,2026-03-10T12:36:26,1,1,1,"Requer o encaminhamento de pedido de informações ao Governador do Distrito Federal sobre contrato de cessão de direitos firmado entre seu escritório de advocacia e a Reag Gestora, bem como sobre a eventual existência de conflitos de interesses em operações do Banco de Brasília – BRB envolvendo o Ban",Deputado Max Maciel,eb1db4d2b332619b2c7e9e80f55e7d1adbfb9732ad624a3cb8c3ab94386e6554,https://ple.cl.df.gov.br/pleservico/api/public/proposicao/156635/documento/ativas,data/raw/documento-ativas/d6bab849d0b6f93c.json,"nto de pedido de informações ao Governador do Distrito Federal sobre contrato de cessão de direitos firmado entre seu escritório de advocacia e a Reag Gestora, bem como sobre a eventual existência de conflitos de interesses em operações do Banco de Brasília – BRB envolvendo o Banco Master e entes coligados. Excelentíssimo Senhor Presidente da Câmara Legislativa do Distrito Federal: Requeiro, nos termos do art. 42 do Regimento Interno da Câmara Legislativa do Distrito Federal (RICLDF), bem como dos arts. 60, inciso "
326524,357492,REQ 2665/2026,156639,Requerimento,GAB DEP MAX MACIEL,2026-03-10T16:04:28,1,1,1,"Requer o encaminhamento de pedido de informações à Controladoria-Geral do Distrito Federal acerca de eventual análise de integridade, governança e conflito de interesses envolvendo operações do Banco de Brasília – BRB relacionadas ao Banco Master e estruturas financeiras associadas.",Deputado Max Maciel,a182717301da87e26b4f5c55d005a76ff88671663a79df16c650ca87d003bb22,https://ple.cl.df.gov.br/pleservico/api/public/proposicao/156639/documento/ativas,data/raw/documento-ativas/c16ac29988ccfb46.json,"to Nº, DE 2026 (Autoria: Deputado MAX MACIEL) Requer o encaminhamento de pedido de informações à Controladoria-Geral do Distrito Federal acerca de eventual análise de integridade, governança e conflito de interesses envolvendo operações do Banco de Brasília – BRB relacionadas ao Banco Master e estruturas financeiras associadas. Excelentíssimo Senhor Presidente da Câmara Legislativa do Distrito Federal: Requeiro, nos termos do art. 42 do Regimento Interno da Câmara Legislativa do Distrito Federal (RICLDF), bem como "
326526,357494,REQ 2663/2026,156640,Requerimento,GAB DEP MAX MACIEL,2026-03-10T16:27:17,1,1,1,"Requer o encaminhamento de pedido de informações ao Banco de Brasília S.A. – BRB acerca de análises de integridade, governança e gestão de riscos relacionadas a operações financeiras envolvendo ativos vinculados ao Banco Master e estruturas financeiras associadas.",Deputado Max Maciel,9eab30bcabfaee0906395cc08b940ecbceb8e960b70f50ecc1c9c8a6a29af80e,https://ple.cl.df.gov.br/pleservico/api/public/proposicao/156640/documento/ativas,data/raw/documento-ativas/c656efa561a3b41a.json,"CÂMARA LEGISLATIVA DO DISTRITO FEDERAL Gabinete do Deputado Max Maciel - Gab 02 Requerimento Nº, DE 2026 (Autoria: Deputado MAX MACIEL) Requer o encaminhamento de pedido de informações ao Banco de Brasília S.A. – BRB acerca de análises de integridade, governança e gestão de riscos relacionadas a operações financeiras envolvendo ativos vinculados ao Banco Master e estruturas financeiras associadas. Excelentíssimo Senhor Presidente da Câmara Legislativa do Distrito Federal:"
326531,357519,REQ 2666/2026,156643,Requerimento,LIDPT,2026-03-10T17:24:59,1,1,0,Requer o encaminhamento de pedido de informações ao Senhor Procurador-Geral do Distrito Federal.,Deputado Ricardo Vale; Deputado Chico Vigilante; Deputado Gabriel Magno,c89479f661236f03d244b4e5060fd7a4ad498864e05081a0c543e2589a2d969a,https://ple.cl.df.gov.br/pleservico/api/public/proposicao/156643/documento/ativas,data/raw/documento-ativas/aac98d704d0d1da8.json,"e o referido escritório, caso tenha como devedor o Distrito Federal, suas autarquias e fundações; 7) esclarecimentos se houve manifestação ou ciência da PGDF sobre a utilização de precatórios do DF como lastro em fundos de investimento que adquiriram ações do BRB ou participaram de operações de compra de carteiras de crédito sob investigação na Operação Compliance Zero; 8) informações se foram realizados estudos de impacto ou análise de integridade sobre o pagamento de grandes montantes de precatórios a escritório "
326746,358145,REQ 2674/2026,156697,Requerimento,LIDPT,2026-03-12T12:54:07,1,1,0,Requer o encaminhamento de pedido de informações ao Senhor Procurador-Geral do Distrito Federal. ,Deputado Gabriel Magno; Deputado Chico Vigilante; Deputado Ricardo Vale,897638043f9bed02123cef39968ff14dc21ae4729a109105ca4c415442513a8b,https://ple.cl.df.gov.br/pleservico/api/public/proposicao/156697/documento/ativas,data/raw/documento-ativas/b230beb465813deb.json,"eral do Distrito Federal pedido das seguintes informações: I - cópia intergral e legígel do voto escrito e assinado a ser apresentado ou já apresentado pelo Procurador Geral do Distrito Federal, na Assembleia Extraordinária de Acionistas do Banco de Brasília (BRB), convocada para o dia 18 de março do corrente ano, na qualidade de acionista majoritário, com o posicionamento sobre cada item da ordem do dia, especialmente sobre as eventuais vantagens ou desvantagens econômicas para o Distrito Federal quanto ao aumento"
326750,358149,REQ 2675/2026,156701,Requerimento,LIDPT,2026-03-12T13:13:15,1,1,0,Requer o encaminhamento de pedido de informações à Senhora Diretora Presidente do Instituto de Previdência do Distrito Federal – IPREV/DF ,Deputado Gabriel Magno; Deputado Chico Vigilante; Deputado Ricardo Vale,e015a231195bfeade17f85047aed987fca6004cfb08eb58f07d90e97cc8a54ee,https://ple.cl.df.gov.br/pleservico/api/public/proposicao/156701/documento/ativas,data/raw/documento-ativas/a7ed6217c25d1684.json,"urador-Geral do Distrito Federal pedido das seguintes informações: I - cópia intergral e legígel do voto escrito e assinado a ser apresentado ou já apresentado pela Diretora-Presidnete do IPREV, na Assembleia Extraordinária de Acionistas do Banco de Brasília (BRB), convocada para o dia 18 de março do corrente ano, na qualidade de acionista majoritário, com o posicionamento sobre cada item da ordem do dia, especialmente sobre as eventuais vantagens ou desvantagens econômicas para o Distrito Federal quanto ao aumento"
326901,358713,REQ 2653/2026,156585,Folha de Votação,CCJ,2026-03-16T15:08:08,1,0,0,Requer a convocação do Sr. Secretário de Estado de Economia do Distrito Federal e do Sr. Presidente do Banco de Brasília - BRB para que prestem pessoalmente esclarecimentos sobre a situação financeira do Banco de Brasília e sobre as medidas de socorro necessárias.,Deputado Thiago Manzoni,37600c06da3a48f3e70411cfe1ee5ed2524a67a89623f5b37c8e97946f5696d6,https://ple.cl.df.gov.br/pleservico/api/public/proposicao/156585/documento/ativas,data/raw/documento-ativas/2bc2da65b09d013a.json,CÂMARA LEGISLATIVA DO DISTRITO FEDERAL Comissão de Constituição e Justiça Folha de votação Requerimento 2653/2026 Requer a convocação do Sr. Secretário de Estado de Economia do Distrito Federal e do Sr. Presidente do Banco de Brasília - BRB para que prestem pessoalmente esclarecimentos sobre a situação financeira do Banco de Brasília e sobre as medidas de socorro necessárias. Autoria: Deputado Thiago Manzoni Assinam e votam o parecer os(as) Deputados(as): TITULARES ACOMPANHAMENTO Favorável Contr
328849,361908,REQ 2728/2026,157014,Requerimento,GAB DEP FÁBIO FÉLIX,2026-03-31T11:42:07,1,1,0,Requer informações ao Banco de Brasília S.A. – BRB sobre compensações e tentativas de recuperação patrimonial decorrentes da aquisição de ativos originários do Banco Master,Deputado Fábio Felix,b6152884c8ccd4315eb68c9a5c8410090030826f818b207621f0a1a66bc5cf7c,https://ple.cl.df.gov.br/pleservico/api/public/proposicao/157014/documento/ativas,data/raw/documento-ativas/eeb0f77b9e535d84.json,"CÂMARA LEGISLATIVA DO DISTRITO FEDERAL Gabinete do Deputado Fábio Félix - Gab 24 Requerimento Nº, DE 2026 (Autoria: Deputado Fábio Felix) Requer informações ao Banco de Brasília S.A. – BRB sobre compensações e tentativas de recuperação patrimonial decorrentes da aquisição de ativos originários do Banco Master. Excelentíssimo Senhor Presidente da Câmara Legislativa do Distrito Federal: Requeiro, nos termos regimentais, sejam requeridas do Banco"
