proposicao,autoria,ementa,data_leitura,dias_ate_22_09_2026,documentos_no_processo,documentos_de_resposta,respostas_legiveis,remetido_ao_sei,encerrado,etapa,id_proposicao
REQ 517/2023,Deputado Max Maciel,Requer o encaminhamento de solicitação de informação à Secretaria de Estado de Saúde acerca de medicamento disponibilizado pela Farmácia de Alto Custo.,2023-05-11,1230,3,0,0,sim,sim,Apresentação,12654
REQ 519/2023,Deputado Gabriel Magno,"Requer informações ao Governo do Distrito Federal, por intermédio da Secretaria de Saúde do Distrito Federal, acerca do atendimento aos pacientes com IST/HIV/AIDS. 
",2023-05-11,1230,3,0,0,sim,sim,Apresentação,12984
REQ 521/2023,Deputado Gabriel Magno,Requer informações à Universidade do Distrito Federal – UnDF acerca da nomeação de candidatos aprovados em concurso público para provimento de cargos da carreira magistério superior do Distrito Federal.,2023-05-11,1230,3,0,0,sim,sim,Apresentação,13092
REQ 522/2023,Deputado Fábio Felix,Requer informações a respeito de publicidade do GDF sobre a greve dos professores ,2023-05-11,1230,3,0,0,sim,sim,Apresentação,12945
REQ 524/2023,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado de Educação do Distrito Federal acerca da construção de escola em Planaltina.,2023-05-16,1225,3,0,0,sim,sim,Apresentação,13119
REQ 525/2023,Deputado Fábio Felix,"Requer informações à Secretaria de Estado de Transporte e Mobilidade do Distrito Federal – SEMOB, sobre os requisitos, procedimentos e ações referentes ao acesso do cartão mobilidade (passe livre) para Pessoas Vivendo com HIV – PVHIV. 
 
",2023-05-16,1225,3,0,0,sim,sim,Apresentação,12758
REQ 526/2023,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado de Desenvolvimento Urbano e Habitação acerca dos equipamentos públicos a serem construídos no Itapoã Parque.,2023-05-16,1225,3,0,0,sim,sim,Apresentação,13152
REQ 530/2023,Deputado Max Maciel,Requer o encaminhamento de solicitação de informação à Secretaria de Estado de Transporte e Mobilidade do Distrito Federal - SEMOB acerca do funcionamento dos banheiros na rodoviária do Plano Piloto - RA I.,2023-05-16,1225,3,0,0,sim,sim,Apresentação,13120
REQ 531/2023,Deputado Max Maciel,Requer o encaminhamento de solicitação de informação à Secretaria de Estado de Comunicação acerca do valor destinado à veiculação de informes publicitários.,2023-05-16,1225,3,0,0,sim,sim,Apresentação,13117
REQ 532/2023,Deputada Dayse Amarilio,"Requer informações à Companhia Energética de Brasília - CEB - acerca da iluminação do Bairro Morro da Cruz, na Região Administrativa de São Sebastião.",2023-05-16,1225,3,0,0,sim,sim,Apresentação,13144
REQ 535/2023,"Deputada Doutora Jane, Deputado Pastor Daniel de Castro, Deputada Paula Belmonte",Requer informações ao Instituto de Gestão Estratégica de Saúde do Distrito Federal (IGES-DF) acerca da quantidade insuficiente de cadeiras para acomodar os pacientes durante o período de espera no âmbito da UPA do Paranoá.,2023-05-16,1225,3,0,0,sim,sim,Apresentação,12768
REQ 536/2023,"Deputada Doutora Jane, Deputado Rogério Morro da Cruz, Deputada Dayse Amarilio","Requer informações do Governo do Distrito Federal, por intermédio da Secretaria de Estado do Meio Ambiente (Sema) – Diretoria de Fiscalização – Poluição Sonora – DIFIS I, no que concerne à reclamação de poluição sonora e fiscalização ambiental no bairro Setor Habitacional Jardim Botânico 3.",2023-05-16,1225,3,0,0,sim,sim,Apresentação,12359
REQ 544/2023,Comissão de Fiscalização Governança Transparência Controle,Requer ao Instituto de Gestão Estratégica de Saúde do Distrito Federal (IGESDF) informações detalhadas das despesas com tecnologia da informação.,2023-05-16,1225,4,0,0,sim,sim,Apresentação,12626
REQ 545/2023,Comissão de Fiscalização Governança Transparência Controle,Requer ao Banco de Brasília (BRB) informações acerca do cumprimento da Lei 7.239/2023.,2023-05-16,1225,4,0,0,sim,sim,Apresentação,12756
REQ 546/2023,Comissão de Fiscalização Governança Transparência Controle,"Requer à Secretaria de Planejamento, Orçamento e Administração informações acerca do cumprimento da Lei 7.239/2023.",2023-05-16,1225,4,0,0,sim,sim,Apresentação,12774
REQ 547/2023,Deputado Rogério Morro da Cruz,"Requer o encaminhamento de solicitação de informações à Excelentíssima Senhora Secretária de Estado de Saúde do Distrito Federal, referente ao processo de transferência de titularidade do imóvel localizado na Avenida Crixá, Lote 01, Região Administrativa de São Sebastião/DF (RA/IX), situado no Parque dos Ipês (Crixás).",2023-05-17,1224,3,0,0,sim,sim,Apresentação,12439
REQ 548/2023,Deputado Rogério Morro da Cruz,"Requer o encaminhamento de solicitação de informações à Excelentíssima Senhora Secretária de Estado de Saúde do Distrito Federal, a respeito do andamento da elaboração dos projetos de construção das Unidades Básicas de Saúde na Região Administrativa de São Sebastião (RA-XIV).",2023-05-17,1224,3,0,0,sim,sim,Apresentação,12438
REQ 553/2023,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado da Mulher do Distrito Federal - SMDF acerca do Plano Distrital de Políticas para as Mulheres - PDPM.,2023-05-17,1224,3,0,0,sim,sim,Apresentação,13231
REQ 560/2023,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado de Saúde do Distrito Federal acerca do fornecimento de medicamento em razão de determinação judicial.,2023-05-23,1218,3,0,0,sim,sim,Apresentação,13280
REQ 562/2023,Deputado Gabriel Magno,"Requer informações ao Poder Executivo, por intermédio da Secretaria de Estado de Cultura e Economia Criativa do Distrito Federal, acerca das medidas adotadas para garantir a conservação e manutenção do Teatro Nacional Cláudio Santoro, inclusive em relação a situação de projetos atuais e futuros de reforma de seus diversos espaços.",2023-05-23,1218,3,0,0,sim,sim,Apresentação,13287
REQ 563/2023,Deputado Max Maciel,"Requer o encaminhamento de solicitação de informação à Secretaria de Estado de Desenvolvimento Urbano e Habitação sobre o processo de regularização fundiária do Bairro Nossa Senhora de Fátima, em Planaltina - RA VI.",2023-05-23,1218,3,0,0,sim,sim,Apresentação,13294
REQ 565/2023,Deputada Paula Belmonte,Requer informações sobre a execução das obras de construção de calçadas na Região Administrativa do Sol Nascente - RA XXXII.,2023-05-23,1218,3,0,0,sim,sim,Apresentação,13327
REQ 567/2023,Deputada Paula Belmonte,"Requer informações à TERRACAP sobre o cumprimento do TAC 018/2006 - PI 08190.004819/06-81, firmado com o Ministério Público do Distrito Federal e Territórios - MPDFT.",2023-05-23,1218,4,1,0,sim,sim,Apresentação,13063
REQ 583/2023,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado de Desenvolvimento Social do Distrito Federal acerca do CRAS itinerante.,2023-05-30,1211,3,0,0,sim,sim,Apresentação,13481
REQ 585/2023,Deputado Max Maciel,Requer o encaminhamento de solicitação de informações à Secretaria de Estado de Educação sobre atraso no ressarcimento dos educadores sociais voluntários.,2023-05-30,1211,3,0,0,sim,sim,Apresentação,13406
REQ 586/2023,Deputado Max Maciel,Requer o encaminhamento de solicitação de informação à Secretaria de Estado de Saúde sobre o atendimento à pacientes que fazem uso medicinal de Cannabis.,2023-05-30,1211,3,0,0,sim,sim,Apresentação,13483
REQ 591/2023,Deputado Gabriel Magno,"Requer informações acerca da construção de unidades escolares no Parque dos Ipês (Crixás), em São Sebastião.",2023-05-30,1211,3,0,0,sim,sim,Apresentação,13542
REQ 592/2023,Deputado Max Maciel,"Requer o encaminhamento de solicitação de informação à Secretaria de Esporte e Lazer do Distrito Federal sobre salas administrativas do Estádio Walmir Campelo Bezerra (Bezerrão), localizado no Gama - RA II.",2023-05-31,1210,3,0,0,sim,sim,Apresentação,13528
REQ 593/2023,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado de Saúde do Distrito Federal acerca da situação das ambulâncias paradas.,2023-05-31,1210,3,0,0,sim,sim,Apresentação,13595
REQ 600/2023,Deputada Dayse Amarilio,"Requer informações à Secretaria de Estado de Planejamento, Orçamento e Administração do Distrito Federal - SEPLAD acerca da situação das ambulâncias paradas.",2023-06-01,1209,3,0,0,sim,sim,Apresentação,13615
REQ 601/2023,Deputada Dayse Amarilio,"Requer informações à Secretaria de Estado de Planejamento, Orçamento e Administração do Distrito Federal acerca da suspensão do concurso público destinado ao provimento de Cargos e Cadastro de Reserva de Analista e Técnico em Gestão e Assistência Pública à Saúde, do Quadro de Pessoal do Distrito Federal, autorizado pela Portaria n.º 210, de 27 de junho de 2022, e publicado por meio do Edital Normativo n.º 01, de 19 de maio de 2023.",2023-06-01,1209,3,0,0,sim,sim,Apresentação,13620
REQ 602/2023,Deputado Max Maciel,Requer o encaminhamento de solicitação de informações à Secretaria de Estado de Saúde sobre a falta de atendimento na Pediatria do Hospital Regional da Ceilândia - RA IX.,2023-06-01,1209,3,0,0,sim,sim,Apresentação,13397
REQ 604/2023,Deputado Max Maciel,"Requer encaminhamento de solicitação de informação à Secretaria de Família e Juventude sobre a composição , eleição de membros e funcionamento do Conselho de Juventude do Distrito Federal.",2023-06-01,1209,3,0,0,sim,sim,Apresentação,13631
REQ 605/2023,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado de Saúde do Distrito Federal - SES acerca do contrato para serviço de esterilização.,2023-06-06,1204,3,0,0,sim,sim,Apresentação,13647
REQ 607/2023,Deputado Max Maciel,"Requer o encaminhamento de solicitação de informações à Secretaria de Estado de Esporte e Lazer sobre quadra de areia construída na QNP 28, Ceilândia - RA IX.",2023-06-06,1204,3,0,0,sim,sim,Apresentação,13448
REQ 608/2023,Deputado Gabriel Magno,REQUER À COMPANHIA IMOBILIÁRIO DE BRASÍLIA INFORMAÇÕES SOBRE SERVIÇOS PRESTADOS AO CONDOMÍNIO PARANOÁ PARQUE.,2023-06-06,1204,3,0,0,sim,sim,Apresentação,13663
REQ 618/2023,Deputado Rogério Morro da Cruz,"Requer o encaminhamento de informações à Excelentíssima Senhora Secretária de Estado de Desenvolvimento Social do Distrito Federal, acerca do funcionamento do Serviço de Acolhimento Institucional para Adultos e Famílias – SAIF Areal, situada na Região Administrativa de Águas Claras (RA-XX).",2023-06-07,1203,3,0,0,sim,sim,Apresentação,13642
REQ 619/2023,Deputado Rogério Morro da Cruz,"Requer o encaminhamento de solicitação de informações ao Ilustríssimo Senhor Presidente da Companhia de Saneamento Ambiental do Distrito Federal, referente ao processo de consolidação da infraestrutura de saneamento básico na Região Administrativa do Jardim Botânico (RA-XXVII).",2023-06-07,1203,3,0,0,sim,sim,Apresentação,13393
REQ 620/2023,Deputada Paula Belmonte,Requer informações à Polícia Militar do Distrito Federal sobre eventuais promoções por ato de bravuras a policiais militares que atuaram no combate dos atos ocorridos na Esplanada dos Ministérios no dia 08/01/2023.,2023-06-07,1203,3,0,0,sim,sim,Apresentação,13717
REQ 622/2023,Deputada Paula Belmonte,"Requer informações à Secretaria de Saúde do Distrito Federal sobre o preenchimento de vagas ofertadas pela Escola Superior de Ciências da Saúde, na forma que especifica.",2023-06-13,1197,3,0,0,sim,sim,Apresentação,13370
REQ 624/2023,Deputada Dayse Amarilio,"Requer informações à Secretaria Executiva das Cidades, órgão vinculado à Secretaria de Estado de Governo do Distrito Federal, acerca de processos que especifica.",2023-06-13,1197,3,0,0,sim,sim,Apresentação,13808
REQ 625/2023,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado de Saúde do Distrito Federal - SES sobre o IGESDF.,2023-06-13,1197,3,0,0,sim,sim,Apresentação,13803
REQ 626/2023,Deputada Dayse Amarilio,Requer informações ao Instituto de Gestão Estratégica de Saúde do Distrito Federal - IGESDF.,2023-06-13,1197,3,0,0,sim,sim,Apresentação,13804
REQ 627/2023,Deputado Pastor Daniel de Castro,"Requer informações ao Instituto Brasília Ambiental, vinculado a Secretaria de Estado do Meio Ambiente (Sema), acerca da quantidade de madeireiras licenciadas no âmbito do Distrito Federal. ",2023-06-13,1197,3,0,0,sim,sim,Apresentação,13771
REQ 628/2023,Deputado Pastor Daniel de Castro,"Requer informações à Secretaria de Estado de Desenvolvimento Econômico (SDE), acerca do impacto econômico das madeireiras licenciadas que operam no Distrito Federal.",2023-06-13,1197,3,0,0,sim,sim,Apresentação,13799
REQ 629/2023,Deputado Fábio Felix,Requer informações à SEJUS e à CODHAB a respeito da Concessão de Direito Real de Uso (CDRU) de área em que se encontra instalada a Unidade de Internação do Recanto das Emas (UNIRE).,2023-06-13,1197,4,1,0,sim,sim,Apresentação,13466
REQ 632/2023,Deputado Max Maciel,"Requer o encaminhamento de solicitação de informação à Administração Regional do Gama sobre a reforma do Espaço Cultural Galpãozinho, localizado no Gama - RA II.",2023-06-13,1197,3,0,0,sim,sim,Apresentação,13534
REQ 634/2023,Deputada Paula Belmonte,"Requer informações à Secretária de Educação do Distrito Federal referente aos desafios das equipes gestores perante o ano letivo de 2023.
",2023-06-13,1197,4,1,0,sim,sim,Apresentação,13884
REQ 637/2023,Deputada Paula Belmonte,"Requer informações à Secretária de Estado de Educação do Distrito Federal na forma que especifica.
 ",2023-06-13,1197,3,0,0,sim,sim,Apresentação,13889
REQ 642/2023,Deputado Gabriel Magno,"Requer informações ao Poder Executivo, por intermédio da Secretaria de Estado de Saúde do Distrito Federal, acerca da eventual terceirização dos laboratórios e serviços de radiologia do Distrito Federal e o encaminhamento de cópia dos respectivos estudos e processos administrativos que fundamentaram ou recomendaram essa decisão.",2023-06-15,1195,3,0,0,sim,sim,Apresentação,14003
REQ 643/2023,Deputada Paula Belmonte,Requer informações à Secretária de Saúde do Distrito Federal acerca do Edital de licitação referente a construção de uma UBS na cidade de Arniqueira - RA XXXIII.,2023-06-15,1195,3,0,0,sim,sim,Apresentação,14006
REQ 647/2023,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado de Desenvolvimento Social acerca do contrato entabulado com Organização da Sociedade Civil para realização de cadastros.,2023-06-20,1190,3,0,0,sim,sim,Apresentação,14077
REQ 649/2023,Deputado Max Maciel,Requer o encaminhamento de solicitação de informações à Secretaria de Estado de Educação sobre as Escolas de Gestão Compartilhada - EGCs.,2023-06-20,1190,3,0,0,sim,sim,Apresentação,14008
REQ 652/2023,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado de Obras do Distrito Federal acerca da execução do Contrato nº 005/2023.,2023-06-20,1190,3,0,0,sim,sim,Apresentação,14095
REQ 654/2023,Deputado Roosevelt Vilela,Solicita informar a quantidade de servidores clientes do BRB endividados e com a renda comprometida.,2023-06-20,1190,3,0,0,sim,sim,Apresentação,14072
REQ 663/2023,Deputado Max Maciel,Requer o encaminhamento de solicitação de informação à Secretaria de Estado de Educação sobre acúmulo de objetos nas escolas da rede pública do Distrito Federal.,2023-06-22,1188,1,0,0,nao,nao,Apresentação,14094
REQ 665/2023,Deputado Gabriel Magno,Requer envio de informações sobre a publicação de Resolução da Diretoria Colegiada – RDC definitiva para dispor sobre entrega domiciliar de medicamentos de alto custo.,2023-06-27,1183,2,0,0,nao,sim,Apresentação,14161
REQ 666/2023,Deputado Gabriel Magno,"Requer envio de informações sobre o processo, do ponto de vista técnico e administrativo, bem como de indicativo de prazo para inclusão do fármaco abemaciclibe (verzenios) no Sistema de Gerenciamento da Tabela de Procedimentos, Medicamentos e OPM do SUS – SIGTAP.",2023-06-27,1183,2,0,0,nao,sim,Apresentação,14160
REQ 667/2023,"Deputada Dayse Amarilio, Deputada Dayse Amarilio","Requer informações à Secretaria de Estado de Projetos Especiais acerca do Procedimento de Manifestação de Interesse que envolve a concessão do Cave, no Guará (RA-X)",2023-06-27,1183,4,0,0,sim,sim,Apresentação,14168
REQ 668/2023,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado de Saúde do Distrito Federal acerca do fluxograma de abastecimento das unidades básicas e hospitalares de saúde.,2023-06-27,1183,3,0,0,sim,sim,Apresentação,14190
REQ 669/2023,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado de Saúde do Distrito Federal acerca do Processo de Manifestação de Interesse atinente à concessão da rede de apoio de diagnósticos.,2023-06-27,1183,5,0,0,sim,sim,Apresentação,14191
REQ 670/2023,Deputado Fábio Felix,"Solicita informações à Secretaria de Estado de Proteção da Ordem Urbanística do Distrito Federal – DF Legal, sobre as diretrizes, medidas e respectiva ações de fiscalização nos estabelecimentos comerciais quanto ao cumprimento e observância da Lei nº 2.615 de 26 de outubro de 2000, que determina sanções às práticas discriminatórias em razão da orientação sexual das pessoas no Distrito Federal.",2023-06-27,1183,3,0,0,sim,sim,Apresentação,14011
REQ 678/2023,Deputada Dayse Amarilio,"Requer informações à Secretaria de Estado de Saúde acerca do Ambulatório de Assistência Especializada às Pessoas Travestis e Transexuais do Distrito Federal – Ambulatório Trans, que funciona no Hospital Dia da EQS 508/509.",2023-06-27,1183,3,0,0,sim,sim,Apresentação,14217
REQ 685/2023,Deputado Gabriel Magno,"Requer informações ao Poder Executivo do Distrito Federal, por intermédio da Agência Reguladora de Águas, Energia e Saneamento Básico do Distrito Federal – ADASA, acerca das práticas para controle de qualidade das águas dos córregos Capão Preto e Ipê, na ARIE da Granja do Ipê.",2023-06-27,1183,3,0,0,sim,sim,Apresentação,14239
REQ 689/2023,Deputado Max Maciel,Requer o encaminhamento de solicitação de informação às Secretarias de Estado de Educação e de Segurança Pública sobre as Escolas de Gestão Compartilhada no Distrito Federal.,2023-08-01,1148,3,0,0,sim,sim,Apresentação,14186
REQ 690/2023,Deputado Max Maciel,Requer o encaminhamento de solicitação de informação à Secretaria de Estado de Segurança Pública sobre as Escolas de Gestão Compartilhada no Distrito Federal.,2023-08-01,1148,3,0,0,sim,sim,Apresentação,13967
REQ 695/2023,Deputado Pastor Daniel de Castro,Requer informações à Secretaria de Esporte e Lazer do Distrito Federal acerca dos contratos de gestão dos centros olímpicos. ,2023-08-01,1148,3,0,0,sim,sim,Apresentação,14306
REQ 696/2023,Deputado Max Maciel,Requer o encaminhamento de requerimento de informação à Secretaria de Estado de Esporte e Lazer do Distrito Federal - SEL sobre as piscinas do Centro Olímpico e Paralímpico - COP do Gama - RA II.,2023-08-01,1148,4,1,0,sim,sim,Apresentação,14280
REQ 697/2023,Comissão de Fiscalização Governança Transparência Controle,Requer à Secretaria de Estado de Desenvolvimento Econômico informações quanto ao projeto de regulamentação da ocupação do Parque das Garças. ,2023-08-01,1148,6,2,0,sim,sim,Apresentação,14105
REQ 698/2023,Comissão de Fiscalização Governança Transparência Controle,Requer à Secretaria de Estado de Educação informações quanto ao cumprimento da Lei 6.759/2020 a qual Institui a educação domiciliar no Distrito Federal e dá outras providências. ,2023-08-01,1148,4,0,0,sim,sim,Apresentação,14097
REQ 714/2023,Deputado Pastor Daniel de Castro,"Requer informações à Secretaria de Governo do Distrito Federal, acerca da 24° Parada do Orgulho LGBTQIA+.",2023-08-01,1148,3,0,0,sim,sim,Apresentação,14357
REQ 742/2023,Deputado Max Maciel,Requer o encaminhamento de requerimento de informação à Secretaria de Estado de Educação - SEE sobre transporte de estudantes da rede pública de ensino do Distrito Federal.,2023-08-08,1141,3,0,0,sim,sim,Apresentação,14293
REQ 743/2023,Deputado Max Maciel,Requer o encaminhamento de requerimento de informação à Secretaria de Estado de Educação sobre a gestão dos recursos do Cartão PDAF nas unidades escolares e nas regionais de ensino do Distrito Federal.,2023-08-08,1141,3,0,0,sim,sim,Apresentação,14121
REQ 744/2023,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado de Saúde do Distrito Federal sobre a situação dos contratos temporários de padioleiros e fisioterapeutas.,2023-08-08,1141,3,0,0,sim,sim,Apresentação,14611
REQ 750/2023,Deputado Pastor Daniel de Castro,"Requer informações ao Poder Executivo, por intermédio da Secretaria de Estado de Saúde do Distrito Federal, acerca do número de pessoas atendidas por unidade em toda rede: UPAS , UBS e Hospitais Regionais. ",2023-08-08,1141,3,0,0,sim,sim,Apresentação,14660
REQ 751/2023,Deputada Dayse Amarilio,Requer informações ao Instituto de Assistência à Saúde dos Servidores do Distrito Federal acerca da inclusão no Plano GDF-Saúde dos aposentados e pensionistas das empresas estatais que foram desestatizadas.,2023-08-08,1141,3,0,0,sim,sim,Apresentação,14694
REQ 760/2023,Deputado Fábio Felix,Requer informações à Terracap sobre a situação fundiária das ocupações na Fazenda Sálvia,2023-08-09,1140,3,0,0,sim,sim,Apresentação,14208
REQ 762/2023,Deputado Fábio Felix,Requer informações a respeito do plano de saúde para empregados da Novacap,2023-08-09,1140,3,0,0,sim,sim,Apresentação,14209
REQ 763/2023,Deputado Fábio Felix,"Requer à CODHAB informações sobre o andamento das obras do empreendimento Itapoã Parque, do Programa Morar Bem.",2023-08-09,1140,3,0,0,sim,sim,Apresentação,14210
REQ 765/2023,Deputado Fábio Felix,"Requer informações à Secretaria de Saúde do Distrito Federal - SES, sobre os atendimentos, quantidade de servidores, quantidade de procedimentos, estrutura e tamanho da população coberta pela UBS 4 - Rota do Cavalo.
",2023-08-09,1140,3,0,0,sim,sim,Apresentação,14187
REQ 766/2023,Deputado Fábio Felix,Requer informações à Secretaria de Turismo do Distrito Federal a respeito do turismo LGBT no Distrito Federal.,2023-08-09,1140,3,0,0,sim,sim,Apresentação,14710
REQ 767/2023,Deputado Fábio Felix,Requer informações à Secretaria de Estado de Educação do Distrito Federal sobre o último concurso público de provas e títulos para a a carreira de magistério público e assistência à educação.,2023-08-09,1140,3,0,0,sim,sim,Apresentação,14737
REQ 770/2023,Deputado Rogério Morro da Cruz,"Requer o encaminhamento de solicitação de informações ao Ilustríssimo Senhor Diretor-Geral do Departamento de Trânsito do Distrito Federal, a respeito dos desdobramentos do Concurso Público para provimento de vagas e formação de cadastro reserva para os cargos de Analista em Atividades de Trânsito e Técnico em Atividades de Trânsito da Carreira Atividades de Trânsito do Departamento de Trânsito do Distrito Federal – DETRAN/DF, publicado por meio do Edital nº 01/2022 e suas retificações, publicado no DODF nº 170, de 09 de setembro de 2022. ",2023-08-10,1139,3,0,0,sim,sim,Apresentação,13957
REQ 779/2023,Deputada Paula Belmonte,"Requer informações à Secretaria de Desenvolvimento Urbano e Habitação do DF sobre quais áreas públicas encontram-se destinadas para equipamento público na Região Administrativa de Águas Claras.
 ",2023-08-15,1134,3,0,0,sim,sim,Apresentação,15058
REQ 781/2023,Deputado Max Maciel,Requer o encaminhamento de solicitação de informação à Secretaria de Estado do Meio Ambiente sobre doenças relacionadas à poluição do Rio Melchior.,2023-08-16,1133,3,0,0,sim,sim,Apresentação,14870
REQ 783/2023,Deputado Gabriel Magno,"Requer envio de informações detalhadas sobre a destinação dos recursos do Fundo Antidrogas do Distrito Federal – FUNPAD/DF, nos termos descritos neste documento.",2023-08-16,1133,3,0,0,sim,sim,Apresentação,14973
REQ 784/2023,Deputada Dayse Amarilio,Requer informações ao Instituto de Assistência à Saúde dos Servidores acerca do reajuste da contribuição mensal dos beneficiários do plano GDF-Saúde.,2023-08-16,1133,3,0,0,sim,sim,Apresentação,15232
REQ 785/2023,Deputado Fábio Felix,"Solicita informações ao Departamento de Trânsito do Distrito Federal – DETRAN-DF, a respeito das autuações e multas que estão sendo aplicadas aos motoristas por este departamento, especificamente infrações de trânsito em faixas ou vias exclusivas para transporte público coletivo.",2023-08-16,1133,3,0,0,sim,sim,Apresentação,14692
REQ 786/2023,Deputado Fábio Felix,"Solicita informações ao Poder Executivo, por meio da Secretaria de Saúde do Distrito Federal sobre a terceirização dos laboratórios de análises clínicas e radiologia.",2023-08-16,1133,3,0,0,sim,sim,Apresentação,14612
REQ 787/2023,Deputado Fábio Felix,Solicita informações ao Governo do Distrito Federal sobre os critérios de escolha das bancas para Concursos Públicos no Distrito Federal.,2023-08-16,1133,1,0,0,nao,nao,Apresentação,14297
REQ 788/2023,Deputado Fábio Felix,"Requer informações à Agência de Desenvolvimento do Distrito Federal-Terracap, sobre o contrato de concessão de uso celebrado com a  empresa Torre Digital Flor do Cerrado SPE LTDA. ",2023-08-16,1133,3,0,0,sim,sim,Apresentação,14279
REQ 789/2023,Deputado Fábio Felix,"Requer informações à Terracap e ao IBRAM sobre o empreendimento: Parcelamento de Solo Urbano - Parque das Garças URB-MDE-NGB 124/2018 - SHIN Tr. 16 - AE1, AE2, AE3,AE4, AE5. 

 ",2023-08-16,1133,3,0,0,sim,sim,Apresentação,13148
REQ 792/2023,Deputada Paula Belmonte,"Requer informações junto à Secretaria de Estado de Segurança Pública do Distrito Federal no que tange ao aumento da  criminalidade, nos últimos 5 (cinco) anos, na Região Administrativa de Águas Claras.  ",2023-08-22,1127,3,0,0,sim,sim,Apresentação,15254
REQ 80/2023,Deputado Fábio Felix,Solicita informações à Secretaria de Justiça do Distrito Federal sobre a convocação para o curso de formação (CFP) de candidatos dos concursos em andamento para agente e escrivão da Polícia Civil do Distrito Federal de 2019 e 2020. ,2023-02-01,1329,3,0,0,sim,sim,Apresentação,10291
REQ 803/2023,Deputado Chico Vigilante,Requer o encaminhamento de solicitação de Informações à Secretaria de Estado de Saúde do Distrito Federal.,2023-08-24,1125,3,0,0,sim,sim,Apresentação,15444
REQ 806/2023,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado de Justiça e Cidadania - SEJUS acerca do cronograma de reformas das unidades do Pró-Vítima.,2023-08-29,1120,3,0,0,sim,sim,Apresentação,15497
REQ 807/2023,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado da Mulher do Distrito Federal - SMDF acerca do cronograma de construção de novas unidades da Casa da Mulher Brasileira.,2023-08-29,1120,3,0,0,sim,sim,Apresentação,15490
REQ 808/2023,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado da Mulher do Distrito Federal - SMDF acerca do quantitativo de mulheres que já participaram do projeto Empreende Mais Mulher.,2023-08-29,1120,3,0,0,sim,sim,Apresentação,15483
REQ 809/2023,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado de Segurança Pública do Distrito Federal – SSP/DF acerca das ações em prol das vítimas de tentativa de feminicídio.,2023-08-29,1120,3,0,0,sim,sim,Apresentação,15513
REQ 812/2023,Deputada Paula Belmonte,"Requer informações à Administração do Jardim Botânico/DF - RA XXVII sobre os problemas de trânsito enfrentados pelos moradores que diariamente trafegam pela Avenida do Sol,  na forma que especifica. ",2023-08-29,1120,3,0,0,sim,sim,Apresentação,13950
REQ 813/2023,Deputada Paula Belmonte,"Requer informações, junto à Secretaria  de Estado de  Saúde do Distrito Federal, no que tange a terceirização dos laboratórios clínicos e de radiologia. ",2023-08-29,1120,3,0,0,sim,sim,Apresentação,15282
REQ 814/2023,Deputada Paula Belmonte,Requer informações à Secretária de Saúde do Distrito Federal acerca do Edital de licitação referente a construção de uma UBS na cidade de Arniqueira - RA XXXIII.,2023-08-29,1120,3,0,0,sim,sim,Apresentação,14178
REQ 82/2023,Deputado Fábio Felix,Solicita informações à Secretaria de Transporte e Mobilidade do Distrito Federal (SEMOB) sobre a execução de obras de acessibilidade em paradas de ônibus,2023-02-01,1329,3,0,0,sim,sim,Apresentação,10263
REQ 822/2023,Deputado Fábio Felix,"Requer informações à Secretaria de Estado de Segurança Pública sobre o direito de reunião e manifestação na Área de Segurança Especial - ASE, por ocasião da edição da Portaria nº 56, de 28 de março de 2023. ",2023-08-29,1120,3,0,0,sim,sim,Apresentação,12227
REQ 830/2023,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado de Segurança Pública do Distrito Federal – SSP/DF acerca do efetivo de policiais militares que trabalham diretamente com vítimas de violência doméstica.,2023-08-31,1118,3,0,0,sim,sim,Apresentação,15615
REQ 831/2023,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado de Justiça e Cidadania - SEJUS acerca do atendimento do Pró-Vítima no Distrito Federal.,2023-08-31,1118,3,0,0,sim,sim,Apresentação,15600
REQ 833/2023,Deputada Dayse Amarilio,Requer informações à Polícia Civil do Distrito Federal – PCDF acerca do Programa de Segurança Preventiva Viva Flor.,2023-09-05,1113,3,0,0,sim,sim,Apresentação,15625
REQ 834/2023,Deputado Joaquim Roriz Neto,"Requer informações à Secretária de Estado de Justiça e Cidadania a implementação da unidade de Serviço de Atendimento Imediato, Na Hora, na cidade de Samambaia.",2023-09-05,1113,3,0,0,sim,sim,Apresentação,15618
