proposicao,autoria,ementa,data_leitura,dias_ate_22_09_2026,documentos_no_processo,documentos_de_resposta,respostas_legiveis,remetido_ao_sei,encerrado,etapa,id_proposicao
REQ 1000/2023,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado de Educação do Distrito Federal acerca do processo eleitoral para os cargos diretivos das unidades escolares da rede pública de ensino ocorrida no mês de outubro de 2023.,2023-11-01,1056,3,0,0,sim,sim,Apresentação,17300
REQ 1001/2023,Deputado Iolando,REQUER INFORMAÇÕES DA SECRETARIA DA  PESSOA COM DEFICIÊNCIA A RESPEITO DA IMPRESSÃO E DISTRIBUIÇÃO DO CARTÃO DE IDENTIFICAÇÃO DA PESSOA COM DEFICIÊNCIA E DA CARTEIRA DE IDENTIFICAÇÃO DA PESSOA COM TRANSTORNO DE ESPECTRO AUTISTA. ,2023-11-07,1050,3,0,0,sim,sim,Apresentação,17296
REQ 1005/2023,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado de Desenvolvimento Social do Distrito Federal acerca do Restaurante Comunitário do Sol Nascente/Pôr do Sol.,2023-11-14,1043,3,0,0,sim,sim,Apresentação,17391
REQ 1006/2023,"Deputada Dayse Amarilio, Deputada Dayse Amarilio",Requer informações ao Instituto de Gestão Estratégica de Saúde do Distrito Federal acerca da espera para atendimento nas Unidades de Pronto Atendimento da Ceilândia.,2023-11-14,1043,4,0,0,sim,sim,Apresentação,17400
REQ 1008/2023,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado de Saúde acerca do quantitativo de vacâncias nos cargos que especifica.,2023-11-14,1043,3,0,0,sim,sim,Apresentação,17411
REQ 1011/2023,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado da Casa Civil do Distrito Federal - CACI acerca da aplicação da Lei nº 6.908/21.,2023-11-14,1043,3,0,0,sim,sim,Apresentação,17429
REQ 1014/2023,Deputada Dayse Amarilio,Requer informações ao Instituto de Gestão Estratégica de Saúde do Distrito Federal acerca da espera para atendimento da Região de Saúde Centro-Sul. ,2023-11-14,1043,4,0,0,sim,sim,Apresentação,17446
REQ 1015/2023,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado de Saúde do Distrito Federal acerca do tempo de espera pelo atendimento no Hospital Regional do Guará. ,2023-11-14,1043,3,0,0,sim,sim,Apresentação,17448
REQ 1024/2023,Deputado Ricardo Vale,Requer o encaminhamento de pedido de informações à Secretaria de Estado de Educação do Distrito Federal.,2023-11-21,1036,3,0,0,sim,sim,Apresentação,17498
REQ 1036/2023,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado de Saúde do Distrito Federal acerca da fila para hemodiálise.,2023-11-23,1034,3,0,0,sim,sim,Apresentação,17573
REQ 1044/2023,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado da Mulher do Distrito Federal - SMDF acerca dos recursos para os órfãos de feminicídio e das vagas de emprego para as mulheres vítimas de violência doméstica.,2023-11-28,1029,3,0,0,sim,sim,Apresentação,17663
REQ 1047/2023,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado de Saúde do Distrito Federal acerca dos cargos da Secretaria de Estado de Saúde que especifica.,2023-12-05,1022,3,0,0,sim,sim,Apresentação,17689
REQ 1053/2023,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado de Saúde do Distrito Federal acerca do fluxograma da SES para pacientes necessitados de hemodiálise.,2023-12-06,1021,3,0,0,sim,sim,Apresentação,17761
REQ 1056/2023,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado de Saúde do Distrito Federal acerca da situação do paciente Odaílton de Souza com fratura exposta há nove meses.,2023-12-12,1015,3,0,0,sim,sim,Apresentação,17776
REQ 1058/2023,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado de Obras e Infraestrutura - SODF acerca da execução e conclusão do contrato nº 017/2022 que trata de obras de urbanização no Sol Nascente.,2023-12-12,1015,3,0,0,sim,sim,Apresentação,17814
REQ 1061/2023,Deputado Max Maciel,Requer o encaminhamento de solicitação de informações à Secretaria de Estado de Saúde sobre a atenção em saúde à interrupção gestacional no Distrito Federal.,2023-12-12,1015,3,0,0,sim,sim,Apresentação,17644
REQ 107/2023,Deputada Dayse Amarilio,"Requer informações ao Instituto de Gestão Estratégica de Saúde do Distrito Federal acerca dos acontecimentos que culminaram no falecimento da senhora Maria Auciliadora do Nascimento.
",2023-02-07,1323,3,0,0,sim,sim,Apresentação,10423
REQ 1073/2024,Deputado Pastor Daniel de Castro,"Requer informações à Secretaria de Estado de Proteção da Ordem Urbanística do Distrito Federal (DF LEGAL) a respeito de quais operações foram realizadas em 2023, na região denominada ""26 de Setembro"".",2024-02-01,964,3,0,0,sim,sim,Apresentação,17978
REQ 108/2023,Deputada Dayse Amarilio,"
Requer informações à Secretaria de Estado de Saúde do Distrito Federal acerca dos acontecimentos que culminaram no falecimento da senhora Maria Auciliadora do Nascimento.

",2023-02-07,1323,3,0,0,sim,sim,Apresentação,10422
REQ 1080/2024,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado de Desenvolvimento Social do Distrito Federal - SEDES acerca da reativação e revitalização do Centro de Convivência do Idoso da Estrutural.,2024-02-01,964,3,0,0,sim,sim,Apresentação,18061
REQ 1082/2024,Deputado Fábio Felix,Requer informações à Secretaria de Saúde do Distrito Federal sobre a contratação de Agentes de Vigilância Ambiental em Saúde (AVAS) e Agentes Comunitários de Saúde (ACS).,2024-02-06,959,3,0,0,sim,sim,Apresentação,18054
REQ 1083/2024,Deputado Fábio Felix,"Requer informações ao Poder Executivo sobre a aplicação dos critérios de priorização do atendimento às famílias em situação de risco, atingidas por remoções decorrentes de intervenções públicas, estado de emergência ou calamidade pública no âmbito da política habitacional do Distrito Federal.

 ",2024-02-06,959,3,0,0,sim,sim,Apresentação,18044
REQ 1084/2024,Deputado Fábio Felix,Requer informações à SEMOB acerca dos bloqueios e multas impostos aos usuários do Passe Livre Estudantil no DF.,2024-02-06,959,3,0,0,sim,sim,Apresentação,18015
REQ 1122/2024,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado de Saúde do Distrito Federal acerca da nomeação de Agentes de Vigilância Ambiental em Saúde (AVAS) e Agentes Comunitários de Saúde (ACS).,2024-02-15,950,3,0,0,sim,sim,Apresentação,18181
REQ 1123/2024,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado de Saúde do Distrito Federal - SES acerca do fluxograma para a compra de testes rápidos de dengue.,2024-02-15,950,3,0,0,sim,sim,Apresentação,18184
REQ 1124/2024,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado de Saúde do Distrito Federal - SES acerca do pagamento de adicional de insalubridade aos servidores da Administração Central da Secretaria de Saúde - ADMC/SES que estão trabalhando nas tendas e hospitais de campanha contra a dengue.,2024-02-15,950,3,0,0,sim,sim,Apresentação,18185
REQ 1126/2024,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado de Saúde do Distrito Federal - SES acerca do quantitativo de viaturas do Serviço de Atendimento Móvel de Urgência (SAMU) em funcionamento e eventuais problemas correlatos.,2024-02-15,950,4,0,0,sim,sim,Apresentação,18200
REQ 1130/2024,Deputada Dayse Amarilio,"Requer informações à Secretaria de Estado da Mulher do Distrito Federal - SMDF acerca da construção do Espaço Acolher, antigo NAFAVD, na Região Administrativa do Guará.",2024-02-20,945,3,0,0,sim,sim,Apresentação,18300
REQ 1131/2024,Deputada Dayse Amarilio,"Requer informações à Secretaria de Estado de Desenvolvimento Social do Distrito Federal - SEDES acerca do cronograma das obras de manutenção dos CRAS e CREAS no ano de 2024, bem como a implementação do CREAS Imigrantes.",2024-02-20,945,3,0,0,sim,sim,Apresentação,18299
REQ 1132/2024,"Deputada Dayse Amarilio, Deputado Max Maciel","Requer informações ao Secretário de Estado da Família e Juventude do Distrito Federal acerca do disposto na Portaria nº 131, de 9 de fevereiro de 2024, que remaneja jovens do Programa Jovem Candango para atuação em atividades administrativas nas Tendas de Hidratação da Secretaria de Estado de Saúde.",2024-02-20,945,3,0,0,sim,sim,Apresentação,18298
REQ 1133/2024,Deputada Dayse Amarilio,Requer informações ao Secretário de Estado de Economia do Distrito Federal acerca dos contratos de manutenção dos veículos do Serviço de Atendimento Móvel de Urgência.,2024-02-20,945,3,0,0,sim,sim,Apresentação,18301
REQ 1137/2024,Deputada Dayse Amarilio,"Requer informações à Secretaria de Estado de Justiça e Cidadania - SEJUS acerca da destinação de terreno, na Região Administrativa do Guará, para a construção de sede própria do Conselho Tutelar após recurso parlamentar.",2024-02-20,945,3,0,0,sim,sim,Apresentação,18330
REQ 1139/2024,Deputado Ricardo Vale,Requer o encaminhamento de pedido de informações à Secretaria de Estado de Transporte e Mobilidade.,2024-02-20,945,3,0,0,sim,sim,Apresentação,18320
REQ 1140/2024,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado de Justiça e Cidadania - SEJUS acerca do cronograma das obras de manutenção das unidades do Pró-Vítima no ano de 2024.,2024-02-20,945,3,0,0,sim,sim,Apresentação,18338
REQ 1149/2024,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado de Saúde do Distrito Federal - SES acerca do atendimento da população durante a atual situação de emergência.,2024-02-21,944,3,0,0,sim,sim,Apresentação,18356
REQ 1151/2024,Deputado Gabriel Magno,Requer à Companhia Imobiliária de Brasília - Terracap informações sobre o Edital de Concorrência nº 14/2023.,2024-02-21,944,3,0,0,sim,sim,Apresentação,18335
REQ 1156/2024,Deputado Fábio Felix,"Requer a Companhia de Saneamento Ambiental do Distrito Federal - CAESB, informações referente a listagem de todos os eventos no Distrito Federal, nos anos de 2019 a fevereiro de 2024, para os quais a CAESB forneceu gratuitamente água potável para a população. ",2024-02-27,938,3,0,0,sim,sim,Apresentação,18152
REQ 1161/2024,Deputado Fábio Felix,"Requer informações à Secretaria de Saúde do Distrito Federal sobre o itinerário das coletas do laboratório Laboratório Central de Saúde Pública (LACEN).
",2024-02-27,938,3,0,0,sim,sim,Apresentação,18370
REQ 1162/2024,Deputado Fábio Felix,"Requer informações ao DF LEGAL acerca das medidas fiscalizatórias adotadas em relação ao terreno baldio localizado na L2 Norte, na altura da quadra 606.",2024-02-27,938,3,0,0,sim,sim,Apresentação,18092
REQ 1204/2024,Deputado Fábio Felix,"Requer ao Governo do Distrito Federal, por intermédio da Secretaria de Desenvolvimento Social, o encaminhamento de informações sobre a execução da Lei N°14.821, de 16 de Janeiro de 2024.",2024-03-12,924,3,0,0,sim,sim,Apresentação,18056
REQ 1205/2024,Deputado Fábio Felix,"Requer informações à Secretaria de Estado de Justiça e Cidadania - SEJUS, acerca da situação dos projetos do edital n°003/2022. 
",2024-03-12,924,5,2,0,sim,sim,Apresentação,18555
REQ 122/2023,Deputado Max Maciel,Requer o encaminhamento de solicitação de informação à Secretaria de Estado de Desenvolvimento Social sobre 11 micro-ônibus sem uso.,2023-02-07,1323,3,0,0,sim,sim,Apresentação,10400
REQ 1222/2024,Deputado Fábio Felix,Requer informações ao Governo do Distrito Federal acerca do cumprimento da Meta 17 do Plano Distrital de Educação,2024-03-19,917,3,0,0,sim,sim,Apresentação,18471
REQ 1223/2024,Deputado Fábio Felix,Requer informações a respeito de programas de distribuição de absorventes íntimos para população vulnerável,2024-03-19,917,3,0,0,sim,sim,Apresentação,18625
REQ 1224/2024,Deputado Fábio Felix,"Requer ao Governo do Distrito Federal, por intermédio da Secretaria de Estado de Saúde - SES/DF, o encaminhamento de informações sobre a desinstitucionalização para o Hospital São Vicente e os dados e protocolos existentes das residências terapêuticas, pós-fechamento da Ala de Tratamento Psiquiátrico do Sistema Prisional- ATP.",2024-03-19,917,3,0,0,sim,sim,Apresentação,18627
REQ 1225/2024,Deputado Fábio Felix,"Requer ao Governo do Distrito Federal, por intermédio da Secretaria de Desenvolvimento Social- SEDES/DF, o encaminhamento de informações sobre a desinstitucionalização para o Hospital São Vicente e os dados e protocolos existentes de acolhimento, pós-fechamento da Ala de Tratamento Psiquiátrico do Sistema Prisional- ATP. 
",2024-03-19,917,3,0,0,sim,sim,Apresentação,18628
REQ 1226/2024,Deputado Fábio Felix,"Requer à Secretaria de Estado de Administração Penitenciária informações sobre o atendimento à Resolução CNJ nº 487/2023, que Institui a Política Antimanicomial do Poder Judiciário.
",2024-03-19,917,3,0,0,sim,sim,Apresentação,18702
REQ 1227/2024,Deputado Fábio Felix,"Requer informações à Secretaria de Estado de Desenvolvimento Urbano e Habitação - SEDUH acerca do decreto de regulamentação da Lei Complementar nº 883, de 25 de junho de 2014, em relação às quadras do Setor Comercial Local Residencial Norte – SCLRN e do Setor Comercial Residencial Norte – SCRN ",2024-03-19,917,3,0,0,sim,sim,Apresentação,18661
REQ 1228/2024,Deputada Dayse Amarilio,"
Requer informações à Secretaria de Estado de Saúde do Distrito Federal acerca do Núcleo de Prevenção e Assistência à situação de violência – NUPAV e Centro de Especialidade para Atenção às Pessoas em Situação de Violência Sexual, Familiar e Doméstica (CEPAV).
",2024-03-19,917,3,0,0,sim,sim,Apresentação,18737
REQ 123/2023,Deputado Max Maciel,Requer o encaminhamento de solicitação de informação à Secretaria de Estado de Cultura e Economia Criativa do Distrito Federal sobre obras de revitalização do Cine Itapuã do Gama.,2023-02-07,1323,3,0,0,sim,sim,Apresentação,10416
REQ 1230/2024,Deputado Jorge Vianna,"Requer informações sobre as medidas tomadas para regulamentação da Lei n.º 6.667, de 2020, que dispõe sobre o programa de estágio nas unidades de saúde da Secretaria de Estado de Saúde do Distrito Federal (bolsa estágio), para alunos de cursos de formação profissional para as áreas em saúde.",2024-03-19,917,3,0,0,sim,sim,Apresentação,18724
REQ 1231/2024,Deputado Rogério Morro da Cruz,"Requer o encaminhamento de solicitação de informações à Excelentíssima Senhora Secretária de Estado de Saúde do Distrito Federal, acerca dos bens e serviços entregues com recursos procedentes de emenda parlamentar à Lei Orçamentária Anual 2023 destinada à suplementação de Programa de Descentralização Progressiva de Ações de Saúde (PDPAS).",2024-03-19,917,3,0,0,sim,sim,Apresentação,18714
REQ 1232/2024,Deputado Rogério Morro da Cruz,"Requer o encaminhamento de solicitação de informações à Excelentíssima Senhora Secretária de Estado de Saúde do Distrito Federal, acerca dos bens e serviços entregues com recursos procedentes de emenda parlamentar à Lei Orçamentária Anual 2023 destinada à aquisição de equipamentos para a Unidade de Pronto Atendimento (UPA) da Região Administrativa de São Sebastião (RA-XIV).",2024-03-19,917,3,0,0,sim,sim,Apresentação,18719
REQ 1233/2024,Deputado Rogério Morro da Cruz,"Requer o encaminhamento de solicitação de informações ao Ilustríssimo Senhor Diretor-Presidente da Companhia Urbanizadora da Nova Capital do Brasil, acerca dos bens e serviços entregues com recursos procedentes de emenda parlamentar à Lei Orçamentária Anual 2023 destinada à manutenção de áreas urbanizadas e ajardinadas.",2024-03-19,917,3,0,0,sim,sim,Apresentação,18720
REQ 1234/2024,Deputado Rogério Morro da Cruz,"Requer o encaminhamento de solicitação de informações ao Ilustríssimo Senhor Presidente do Departamento de Estradas de Rodagem do Distrito Federal, acerca dos bens e serviços entregues com recursos procedentes de emenda parlamentar à Lei Orçamentária Anual 2023 destinada à manutenção da sinalização vertical e horizontal de vias.",2024-03-19,917,3,0,0,sim,sim,Apresentação,18722
REQ 1235/2024,Deputado Rogério Morro da Cruz,"Requer o encaminhamento de solicitação de informações ao Ilustríssimo Senhor Presidente do Departamento de Estradas de Rodagem do Distrito Federal, acerca dos bens e serviços entregues com recursos procedentes de emenda parlamentar à Lei Orçamentária Anual 2023 destinada à execução de pavimentação asfáltica no Distrito Federal.",2024-03-19,917,3,0,0,sim,sim,Apresentação,18725
REQ 1236/2024,Deputado Rogério Morro da Cruz,"Requer o encaminhamento de solicitação de informações ao Ilustríssimo Senhor Presidente do Departamento de Estradas de Rodagem do Distrito Federal, acerca dos bens e serviços entregues com recursos procedentes de emenda parlamentar à Lei Orçamentária Anual 2023 destinada à elaboração de projetos.",2024-03-19,917,3,0,0,sim,sim,Apresentação,18727
REQ 1237/2024,Deputado Rogério Morro da Cruz,"Requer o encaminhamento de solicitação de informações ao Ilustríssimo Senhor Presidente do Departamento de Estradas de Rodagem do Distrito Federal, acerca dos bens e serviços entregues com recursos procedentes de emenda parlamentar à Lei Orçamentária Anual 2023 destinada à conservação de rodovias.",2024-03-19,917,3,0,0,sim,sim,Apresentação,18729
REQ 1238/2024,Deputado Rogério Morro da Cruz,"Requer o encaminhamento de solicitação de informações à Excelentíssima Senhora Secretária de Estado de Educação do Distrito Federal, acerca da execução orçamentária-financeira de emenda parlamentar à Lei Orçamentária Anual 2023 destinada à suplementação do Programa de Descentralização Administrativa e Financeira (PDAF).",2024-03-19,917,3,0,0,sim,sim,Apresentação,18732
REQ 124/2023,Deputado Ricardo Vale,Requer o encaminhamento de pedido de informações à Secretaria de Estado de Fazenda do Distrito Federal.,2023-02-07,1323,3,0,0,sim,sim,Apresentação,10426
REQ 1240/2024,Deputado Fábio Felix,"Solicita ao Poder Executivo, por meio da Secretaria de Saúde do Distrito Federal – SES, informações e cópia da Nota Técnica nº 3/2022-SES/SAIS/CATES/ DIASF, acerca de solicitações e entrega nas Farmácias de Alto Custo do Distrito Federal do Extrato Medicinal - Canabidiol. ",2024-03-19,917,3,0,0,sim,sim,Apresentação,17780
REQ 1241/2024,Deputado Gabriel Magno,Requer à Secretaria de Estado de Saúde do Distrito Federal informações sobre a situação da realização de transplantes.,2024-03-19,917,3,0,0,sim,sim,Apresentação,18774
REQ 1243/2024,Deputado Jorge Vianna,"Requer informações ao Secretário de Estado de Saúde do DF sobre a execução do programa de estágio nas unidades de saúde da Secretaria de Estado de Saúde do Distrito Federal (bolsa estágio), para alunos de cursos de formação profissional para as áreas em saúde, instituído pela Lei n.º 6.667, de 2020.",2024-03-19,917,3,0,0,sim,sim,Apresentação,18780
REQ 1250/2024,Deputado Fábio Felix,"Solicita informações ao Secretário de Mobilidade Urbana a respeito das medidas de fiscalizações e devido    cumprimento da Lei Distrital nº 6.677/2020, que ""Dispõe sobre os pontos de apoio para trabalhadores de aplicativos de entrega e de transporte individual privado de passageiros nas regiões administrativas do Distrito Federal"", regulamentada pelo Decreto nº 41.484/2020.",2024-03-20,916,3,0,0,sim,sim,Apresentação,18793
REQ 1265/2024,Deputado Rogério Morro da Cruz,"Requer o encaminhamento de solicitação de informações ao Ilustríssimo Senhor Presidente da Companhia de Saneamento Ambiental do Distrito Federal, relacionadas aos projetos em andamento de Sistema de Abastecimento de Água (SAA) e Sistema de Esgotamento Sanitário (SES) na Região Administrativa de São Sebastião (RA-XIV).
",2024-04-02,903,3,0,0,sim,sim,Apresentação,18950
REQ 1266/2024,Deputado Fábio Felix,Requer informações à Secretaria de Estado da Saúde sobre o Programa de Interrupção Gestacional Prevista em Lei - PIGL,2024-04-02,903,3,0,0,sim,sim,Apresentação,17474
REQ 1267/2024,Deputado Fábio Felix,"Requer informações à Secretaria de Estado de Educação do Distrito Federal sobre a implementação das recomendações do MPDFT – Grupo de Apoio à Segurança Escolar – GASE, constantes do documento Recomendação nº 001/2023-GASE, de 18 de abril de 2023.",2024-04-02,903,4,1,0,sim,sim,Apresentação,18631
REQ 1268/2024,Deputado Fábio Felix,"Requer informações à Secretaria de Estado de Segurança Pública do Distrito Federal sobre a implementação das recomendações do MPDFT – Grupo de Apoio à Segurança Escolar – GASE, n- documento – Recomendação nº 001/2023-GASE, de 18 de abril de 2023. ",2024-04-02,903,4,1,0,sim,sim,Apresentação,18806
REQ 1280/2024,Deputado Max Maciel,Requer o encaminhamento de solicitação de informações à Secretaria de Desenvolvimento Social sobre o fechamento do Centro de Convivência do Gama Leste.,2024-04-09,896,3,0,0,sim,sim,Apresentação,19085
REQ 1281/2024,Deputado Max Maciel,Requer o encaminhamento de solicitação de informações à Secretaria de Estado de Cultura e Economia Criativa sobre espaços culturais do Distrito Federal.,2024-04-09,896,3,0,0,sim,sim,Apresentação,19089
REQ 1282/2024,Deputada Dayse Amarilio,"Requer informações à Secretaria de Estado de Saúde acerca da aplicação do Decreto nº 43.138, de 24 de março de 2022, aos servidores da referida Secretaria.",2024-04-09,896,3,0,0,sim,sim,Apresentação,19110
REQ 1283/2024,Deputada Paula Belmonte,"Requer informações ao Governo do Distrito Federal, por intermédio da Polícia Militar do Distrito Federal/Secretaria de Segurança Pública, da situação dos serviços de saúde prestados aos Policiais Militares no Distrito Federal.",2024-04-09,896,3,0,0,sim,sim,Apresentação,18073
REQ 1284/2024,Deputado Fábio Felix,"Requer informações à Secretaria De Estado de Saúde SESDF, quanto a situação da lotação dos servidores dos Centros de Atenção Psicossocial e pagamento do adicional de insalubridade no Distrito Federal. ",2024-04-09,896,3,0,0,sim,sim,Apresentação,16851
REQ 1285/2024,Deputado Fábio Felix,"Requer informações à Secretaria de Estado de Cultura e Economia Criativa do Distrito Federal – SECES-DF, sobre o saldo remanescente dos recursos não aplicados do fundo anualmente relacionados ao FAC.",2024-04-09,896,3,0,0,sim,sim,Apresentação,18837
REQ 1286/2024,Deputado Fábio Felix,Solicita ao Diretor-Geral do Detran-DF informações a respeito da quantidade de acidentes que envolvem motociclistas,2024-04-09,896,3,0,0,sim,sim,Apresentação,18966
REQ 1287/2024,Deputado Gabriel Magno,Requer informações sobre a implementação do Programa Nacional de Alimentação Escolar – PNAE no Distrito Federal.,2024-04-09,896,3,0,0,sim,sim,Apresentação,19127
REQ 1301/2024,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado de Saúde do Distrito Federal acerca da vacinação contra o HPV.,2024-04-16,889,3,0,0,sim,sim,Apresentação,19206
REQ 1314/2024,Deputado Max Maciel,Requer o encaminhamento de solicitação de informações à Companhia Urbanizadora da Nova Capital do Brasil - NOVACAP acerca das bacias de contenção de águas pluviais.,2024-04-17,888,3,0,0,sim,sim,Apresentação,19263
REQ 1326/2024,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado de Cultura do Distrito Federal acerca da realização do concurso público para recomposição dos músicos da Orquestra Sinfônica do Teatro Nacional - OSTNCS.,2024-04-24,881,3,0,0,sim,sim,Apresentação,19411
REQ 1327/2024,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado de Desenvolvimento Social acerca do serviço de acolhimento de crianças e adolescentes.,2024-04-24,881,3,0,0,sim,sim,Apresentação,19415
REQ 1328/2024,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado da Mulher do Distrito Federal - SMDF acerca da formulação do Plano Distrital de Políticas para as Mulheres - PDPM.,2024-04-30,875,3,0,0,sim,sim,Apresentação,19440
REQ 1329/2024,Comissão de Fiscalização Governança Transparência Controle,"Requer à Secretaria de Estado de Educação do Distrito Federal informações acerca do sistema de gestão educacional, além de solicitar acesso ao referido sistema.
",2024-04-30,875,4,0,0,sim,sim,Apresentação,18986
REQ 1330/2024,Comissão de Fiscalização Governança Transparência Controle,Requer à Secretaria de Estado de Economia do Distrito Federal informações acerca dos imóveis do Governo do Distrito Federal.,2024-04-30,875,4,0,0,sim,sim,Apresentação,18937
REQ 1331/2024,Comissão de Fiscalização Governança Transparência Controle,"Requer o convite do Sr. Rodrigo de Sousa Conti, ex-Diretor de Atenção à Saúde do IGES-DF, para que compareça nesta Casa Legislativa, em audiência pública da CFGTC, para que apresente a prestação de contas acerca do período de intervenção no Instituto de Cardiologia e Transplantes do Distrito Federal - ICTDF, pela Secretaria de Estado de Saúde do Distrito Federal, na qual foi designado interventor, bem como para que preste eventuais informações e esclarecimentos que se façam necessárias.",2024-04-30,875,4,0,0,nao,nao,Apresentação,19390
REQ 1332/2024,Comissão de Educação Saúde e Cultura,Requer à Secretaria de Cultura e Economia Criativa do Distrito Federal informações sobre o andamento da reforma do Teatro Nacional Cláudio Santoro.,2024-04-30,875,3,0,0,sim,sim,Apresentação,19486
REQ 134/2023,Deputada Dayse Amarilio,Requer à Secretária de Estado de Saúde do Distrito informações acerca do Trabalho em Período Definido - TPD.,2023-02-07,1323,3,0,0,sim,sim,Apresentação,10489
REQ 1342/2024,Deputada Dayse Amarilio,"Requer informações à Secretaria de Estado de Economia do Distrito Federal acerca dos últimos Programas de Incentivo à Regularização Fiscal do Distrito Federal – REFIS.

",2024-05-07,868,3,0,0,sim,sim,Apresentação,19558
REQ 1344/2024,Deputado Fábio Felix,"Requer informações à Secretaria de Estado de Desenvolvimento Urbano e Habitação - SEDUH acerca dos valores arrecadados a título de ODIR e ONALT, e acerca da regulamentação da OPAR. ",2024-05-07,868,3,0,0,sim,sim,Apresentação,19339
REQ 1345/2024,Comissão de Fiscalização Governança Transparência Controle,"Requer o convite da Sra. Lucilene Florêncio, Secretária de Estado de Saúde do Distrito Federal, para que compareça a esta Casa Legislativa, em audiência pública da CFGTC, para que apresente a prestação de contas acerca do período de intervenção no Instituto de Cardiologia e Transplantes do Distrito Federal - ICTDF, pela Secretaria de Estado de Saúde do Distrito Federal, bem como para que preste eventuais informações e esclarecimentos que se façam necessários.

 ",2024-05-07,868,3,0,0,nao,nao,Apresentação,19529
REQ 1346/2024,Deputada Dayse Amarilio,Requer informações ao Serviço de Limpeza Urbana do Distrito Federal - SLU acerca dos Papa-Entulhos.,2024-05-07,868,3,0,0,sim,sim,Apresentação,19621
REQ 1347/2024,Deputada Dayse Amarilio,"Requer informações à Secretaria de Estado de Saúde do Distrito Federal - SES acerca dos espaços de repouso para residentes de programas multiprofissionais.
",2024-05-07,868,3,0,0,sim,sim,Apresentação,19622
REQ 1350/2024,Deputado Fábio Felix,"Requer informações à Secretaria de Estado de Desenvolvimento Urbano e Habitação - SEDUH e a Companhia Imobiliária de Brasília – TERRACAP, acerca dos procedimentos, requisitos e devidos processos referentes a regularização de Terreiros – Templos Religiosos de Matriz Africana no Distrito Federal.",2024-05-07,868,3,0,0,sim,sim,Apresentação,19544
REQ 1351/2024,Deputado Fábio Felix,"Requer informações à Secretaria de Saúde do Distrito Federal sobre as viaturas do Serviço de Atendimento Móvel de Urgência (SAMU), que serão utilizadas para apoio das Alas de Tratamento Psiquiátrico - ATP .
",2024-05-07,868,3,0,0,sim,sim,Apresentação,19541
REQ 1352/2024,Deputado Fábio Felix,Requer informações à Secretaria de Estado de Desenvolvimento Urbano e Habitação - SEDUH acerca da convocação da Conferência Distrital das Cidades.,2024-05-07,868,3,0,0,sim,sim,Apresentação,19279
REQ 1353/2024,Deputado Fábio Felix,"Requer informações à Secretaria de Estado de Proteção da Ordem Urbanística do Distrito Federal – DF Legal, sobre realização de ações de fiscalização de retirada das quadras comerciais, pontos de ônibus, locais de festividades e eventos públicos de trabalhadores e trabalhadoras ambulantes. ",2024-05-07,868,3,0,0,sim,sim,Apresentação,18959
REQ 1354/2024,Deputado Fábio Felix,"Requer informações à Secretaria de Estado de Justiça e Cidadania (SEJUS) sobre o funcionamento do Conselho Distrital de Promoção dos Direitos Humanos e Cidadania LGBT, criado pelo Decreto nº 38.292/2017.",2024-05-07,868,3,0,0,sim,sim,Apresentação,19161
REQ 1370/2024,Deputada Jaqueline Silva,Requer a Secretaria de Estado de Educação informações detalhadas das despesas com tecnologia da informação.,2024-05-14,861,4,0,0,sim,sim,Apresentação,19764
REQ 1374/2024,Deputada Dayse Amarilio,Requer informações à Administração da Rodoviária do Plano Piloto acerca das escadas rolantes situadas na Estação Central do metrô.,2024-05-14,861,3,0,0,sim,sim,Apresentação,19770
REQ 1377/2024,Deputado Gabriel Magno,"Requer informações ao Poder Executivo, por intermédio da Secretaria de Estado de Desenvolvimento Urbano e Habitação do Distrito Federal - SEDUH/DF, a respeito das reuniões públicas sobre o Plano Diretor de Ordenamento Territorial - PDOT.",2024-05-14,861,3,0,0,sim,sim,Apresentação,19751
REQ 138/2023,Deputada Dayse Amarilio,Requer informações à Polícia Civil do Distrito Federal acerca do tratamento dispensado à família de Izabel Aparecida Guimarães de Sousa.,2023-02-08,1322,3,0,0,sim,sim,Apresentação,10497
